date_time,Date,Time,Time / Activity,type,type_text,Activity time (h:m:s),Activity (minutes),startTime,sportTime(s),maxPace(/meter),minPace(/meter),distance(m),avgPace(/meter),calories(kcal)
2024-10-28 03:18:09,2024-10-28,03:18,03:18 Walking,6,Walking,1:48:06,108.1,2024-10-28 03:18:09+0000,6486,2.1681137,0.2980132,8898.0,0.728,574.0
2024-10-27 17:15:07,2024-10-27,17:15,17:15 Core,50,Core,0:17:17,17.28,2024-10-27 17:15:07+0000,1037,0.0,0.0,0.0,0.0,52.0
2024-10-27 13:59:55,2024-10-27,13:59,13:59 Cycling,10,Cycling,0:45:04,45.07,2024-10-27 13:59:55+0000,2704,0.0,0.0,0.0,0.0,325.0
2024-10-27 09:00:39,2024-10-27,09:00,09:00 Walking,6,Walking,1:40:06,100.1,2024-10-27 09:00:39+0000,6006,3.7558348,0.41494057,7605.0,0.789,529.0
2024-10-27 03:38:18,2024-10-27,03:38,03:38 Walking,6,Walking,1:50:12,110.2,2024-10-27 03:38:18+0000,6612,0.0,0.1466827,8609.0,0.768,525.0
2024-10-26 08:33:07,2024-10-26,08:33,08:33 Walking,6,Walking,1:51:23,111.38,2024-10-26 08:33:07+0000,6683,0.0,0.34226346,8306.0,0.804,626.0
2024-10-26 02:51:09,2024-10-26,02:51,02:51 Walking,6,Walking,1:42:59,102.98,2024-10-26 02:51:09+0000,6179,6.197977,0.27828944,8583.0,0.719,510.0
2024-10-25 14:29:53,2024-10-25,14:29,14:29 Core,50,Core,0:14:33,14.55,2024-10-25 14:29:53+0000,873,0.0,0.0,0.0,0.0,57.0
2024-10-25 13:51:09,2024-10-25,13:51,13:51 Running,1,Running,0:27:24,27.4,2024-10-25 13:51:09+0000,1644,1.8391496,0.23408614,5017.0,0.327,224.0
2024-10-25 08:59:07,2024-10-25,08:59,08:59 Walking,6,Walking,1:47:45,107.75,2024-10-25 08:59:07+0000,6465,2.0915036,0.30965966,7433.0,0.869,550.0
2024-10-25 02:15:51,2024-10-25,02:15,02:15 Walking,6,Walking,1:41:47,101.78,2024-10-25 02:15:51+0000,6107,0.0,0.33216158,8488.0,0.719,497.0
2024-10-24 12:58:54,2024-10-24,12:58,12:58 Strength,52,Strength,0:48:12,48.2,2024-10-24 12:58:54+0000,2892,0.0,0.0,0.0,0.0,226.0
2024-10-24 12:27:39,2024-10-24,12:27,12:27 Cycling,10,Cycling,0:31:03,31.05,2024-10-24 12:27:39+0000,1863,0.0,0.0,0.0,0.0,220.0
2024-10-24 09:04:09,2024-10-24,09:04,09:04 Walking,6,Walking,1:40:37,100.62,2024-10-24 09:04:09+0000,6037,3.9215696,0.40841353,7633.0,0.79,466.0
2024-10-24 02:31:39,2024-10-24,02:31,02:31 Walking,6,Walking,1:44:05,104.08,2024-10-24 02:31:39+0000,6245,0.0,0.24616499,8495.0,0.735,485.0
2024-10-23 16:43:10,2024-10-23,16:43,16:43 Core,50,Core,0:14:31,14.52,2024-10-23 16:43:10+0000,871,0.0,0.0,0.0,0.0,48.0
2024-10-23 12:51:47,2024-10-23,12:51,12:51 Running,1,Running,0:29:07,29.12,2024-10-23 12:51:47+0000,1747,1.0885588,0.23247604,6020.0,0.29,264.0
2024-10-23 11:42:40,2024-10-23,11:42,11:42 Walking,6,Walking,1:00:52,60.87,2024-10-23 11:42:40+0000,3652,2.4228854,0.3754932,4540.0,0.804,323.0
2024-10-23 07:21:10,2024-10-23,07:21,07:21 Walking,6,Walking,0:53:58,53.97,2024-10-23 07:21:10+0000,3238,1.869067,0.27975205,4203.0,0.77,270.0
2024-10-23 02:05:14,2024-10-23,02:05,02:05 Walking,6,Walking,1:32:00,92.0,2024-10-23 02:05:14+0000,5520,4.1830072,0.33043343,7700.0,0.716,635.0
2024-10-22 12:56:20,2024-10-22,12:56,12:56 Strength,52,Strength,1:16:14,76.23,2024-10-22 12:56:20+0000,4574,0.0,0.0,0.0,0.0,318.0
2024-10-22 12:22:02,2024-10-22,12:22,12:22 Cycling,10,Cycling,0:30:09,30.15,2024-10-22 12:22:02+0000,1809,0.0,0.0,0.0,0.0,81.0
2024-10-22 08:54:15,2024-10-22,08:54,08:54 Walking,6,Walking,0:52:45,52.75,2024-10-22 08:54:15+0000,3165,0.0,0.40318707,3168.0,0.998,309.0
2024-10-22 07:25:23,2024-10-22,07:25,07:25 Walking,6,Walking,0:41:47,41.78,2024-10-22 07:25:23+0000,2507,0.0,0.23608252,3306.0,0.758,234.0
2024-10-22 02:26:02,2024-10-22,02:26,02:26 Walking,6,Walking,1:39:39,99.65,2024-10-22 02:26:02+0000,5979,4.2965035,0.28471357,8367.0,0.714,778.0
2024-10-21 15:39:47,2024-10-21,15:39,15:39 Core,50,Core,0:15:00,15.0,2024-10-21 15:39:47+0000,900,0.0,0.0,0.0,0.0,55.0
2024-10-21 12:22:57,2024-10-21,12:22,12:22 Running,1,Running,0:51:58,51.97,2024-10-21 12:22:57+0000,3118,2.2058828,0.27336466,9018.0,0.345,469.0
2024-10-21 12:15:16,2024-10-21,12:15,12:15 Running,1,Running,0:06:54,6.9,2024-10-21 12:15:16+0000,414,1.1696157,0.28604576,1173.0,0.352,54.0
2024-10-21 08:46:09,2024-10-21,08:46,08:46 Walking,6,Walking,1:31:42,91.7,2024-10-21 08:46:09+0000,5502,4.6228557,0.15925565,6866.0,0.801,417.0
2024-10-21 02:16:31,2024-10-21,02:16,02:16 Walking,6,Walking,1:36:51,96.85,2024-10-21 02:16:31+0000,5811,0.0,0.43765292,8193.0,0.709,591.0
2024-10-20 07:50:34,2024-10-20,07:50,07:50 Walking,6,Walking,1:42:36,102.6,2024-10-20 07:50:34+0000,6156,2.3529418,0.09468071,6778.0,0.908,418.0
2024-10-20 02:13:05,2024-10-20,02:13,02:13 Walking,6,Walking,1:39:39,99.65,2024-10-20 02:13:05+0000,5979,0.0,0.36285084,7520.0,0.795,553.0
2024-10-19 13:02:03,2024-10-19,13:02,13:02 Walking,6,Walking,0:36:12,36.2,2024-10-19 13:02:03+0000,2172,2.638438,0.2665166,1761.0,1.233,171.0
2024-10-19 07:58:38,2024-10-19,07:58,07:58 Walking,6,Walking,1:28:40,88.67,2024-10-19 07:58:38+0000,5320,0.0,0.32324323,4011.0,1.326,380.0
2024-10-19 02:58:30,2024-10-19,02:58,02:58 Walking,6,Walking,0:35:39,35.65,2024-10-19 02:58:30+0000,2139,4.705883,0.3731287,3130.0,0.683,215.0
2024-10-19 02:28:40,2024-10-19,02:28,02:28 Running,1,Running,0:29:33,29.55,2024-10-19 02:28:40+0000,1773,3.1528523,0.25515184,5028.0,0.352,258.0
2024-10-19 02:11:52,2024-10-19,02:11,02:11 Walking,6,Walking,0:16:42,16.7,2024-10-19 02:11:52+0000,1002,2.819723,0.41274473,1152.0,0.869,77.0
2024-10-18 11:19:16,2024-10-18,11:19,11:19 Swimming,14,Swimming,0:46:01,46.02,2024-10-18 11:19:16+0000,2761,2.6666667,1.3700434,1450.0,1.904,356.0
2024-10-18 08:09:29,2024-10-18,08:09,08:09 Walking,6,Walking,1:40:23,100.38,2024-10-18 08:09:29+0000,6023,0.0,0.16518556,7674.0,0.784,538.0
2024-10-18 02:09:39,2024-10-18,02:09,02:09 Walking,6,Walking,1:28:04,88.07,2024-10-18 02:09:39+0000,5284,0.0,0.29239094,7136.0,0.74,403.0
2024-10-17 16:03:39,2024-10-17,16:03,16:03 Core,50,Core,0:14:40,14.67,2024-10-17 16:03:39+0000,880,0.0,0.0,0.0,0.0,54.0
2024-10-17 11:34:49,2024-10-17,11:34,11:34 Cycling,10,Cycling,1:00:10,60.17,2024-10-17 11:34:49+0000,3610,0.0,0.0,0.0,0.0,436.0
2024-10-17 09:58:22,2024-10-17,09:58,09:58 Walking,6,Walking,1:14:23,74.38,2024-10-17 09:58:22+0000,4463,0.0,0.31312633,5259.0,0.848,362.0
2024-10-17 06:02:35,2024-10-17,06:02,06:02 Walking,6,Walking,0:59:40,59.67,2024-10-17 06:02:35+0000,3580,2.5232034,0.33423316,4753.0,0.753,292.0
2024-10-17 02:06:35,2024-10-17,02:06,02:06 Walking,6,Walking,1:39:40,99.67,2024-10-17 02:06:35+0000,5980,4.705883,0.23218957,8412.0,0.71,502.0
2024-10-16 15:04:15,2024-10-16,15:04,15:04 Walking,6,Walking,0:40:27,40.45,2024-10-16 15:04:15+0000,2427,0.0,0.22558977,3239.0,0.749,207.0
2024-10-16 08:56:25,2024-10-16,08:56,08:56 Walking,6,Walking,1:30:07,90.12,2024-10-16 08:56:25+0000,5407,4.1084585,0.34501678,7347.0,0.735,476.0
2024-10-16 06:07:36,2024-10-16,06:07,06:07 Walking,6,Walking,0:51:50,51.83,2024-10-16 06:07:36+0000,3110,0.0,0.1685627,3928.0,0.791,234.0
2024-10-16 04:35:31,2024-10-16,04:35,04:35 Strength,52,Strength,0:45:12,45.2,2024-10-16 04:35:31+0000,2712,0.0,0.0,0.0,0.0,200.0
2024-10-16 02:32:06,2024-10-16,02:32,02:32 Running,1,Running,0:38:20,38.33,2024-10-16 02:32:06+0000,2300,2.5807595,0.3154474,6026.0,0.381,343.0
2024-10-16 02:14:34,2024-10-16,02:14,02:14 Walking,6,Walking,0:17:22,17.37,2024-10-16 02:14:34+0000,1042,1.9607848,0.45270747,1109.0,0.939,79.0
2024-10-15 15:53:34,2024-10-15,15:53,15:53 Core,50,Core,0:14:06,14.1,2024-10-15 15:53:34+0000,846,0.0,0.0,0.0,0.0,48.0
2024-10-15 14:34:42,2024-10-15,14:34,14:34 Walking,6,Walking,0:48:00,48.0,2024-10-15 14:34:42+0000,2880,0.0,0.4196325,3006.0,0.957,282.0
2024-10-15 10:58:19,2024-10-15,10:58,10:58 Swimming,14,Swimming,0:58:04,58.07,2024-10-15 10:58:19+0000,3484,2.148078,1.0812294,1725.0,2.019,417.0
2024-10-15 09:26:22,2024-10-15,09:26,09:26 Walking,6,Walking,1:11:35,71.58,2024-10-15 09:26:22+0000,4295,0.0,0.4022226,5395.0,0.795,345.0
2024-10-15 06:58:46,2024-10-15,06:58,06:58 Walking,6,Walking,0:52:17,52.28,2024-10-15 06:58:46+0000,3137,0.0,0.41245565,3923.0,0.799,222.0
2024-10-15 01:47:34,2024-10-15,01:47,01:47 Walking,6,Walking,1:44:34,104.57,2024-10-15 01:47:34+0000,6274,0.0,0.1898664,8722.0,0.719,507.0
2024-10-14 11:06:14,2024-10-14,11:06,11:06 Strength,52,Strength,0:49:47,49.78,2024-10-14 11:06:14+0000,2987,0.0,0.0,0.0,0.0,231.0
2024-10-14 10:41:21,2024-10-14,10:41,10:41 Walking,6,Walking,0:16:31,16.52,2024-10-14 10:41:21+0000,991,0.0,0.43400624,1511.0,0.655,90.0
2024-10-14 10:17:35,2024-10-14,10:17,10:17 Running,1,Running,0:23:28,23.47,2024-10-14 10:17:35+0000,1408,1.4388885,0.26801482,4024.0,0.349,204.0
2024-10-14 10:04:55,2024-10-14,10:04,10:04 Walking,6,Walking,0:12:32,12.53,2024-10-14 10:04:55+0000,752,5.313793,0.47386068,1005.0,0.747,63.0
2024-10-14 06:58:33,2024-10-14,06:58,06:58 Walking,6,Walking,0:52:56,52.93,2024-10-14 06:58:33+0000,3176,0.0,0.44859672,3925.0,0.808,243.0
2024-10-14 01:38:47,2024-10-14,01:38,01:38 Walking,6,Walking,1:54:16,114.27,2024-10-14 01:38:47+0000,6856,0.0,0.29477006,9043.0,0.758,712.0
2024-10-13 15:29:07,2024-10-13,15:29,15:29 Core,50,Core,0:14:20,14.33,2024-10-13 15:29:07+0000,860,0.0,0.0,0.0,0.0,58.0
2024-10-13 12:56:37,2024-10-13,12:56,12:56 Walking,6,Walking,0:52:32,52.53,2024-10-13 12:56:37+0000,3152,4.403362,0.14558494,3957.0,0.796,252.0
2024-10-13 09:23:21,2024-10-13,09:23,09:23 Swimming,14,Swimming,0:45:59,45.98,2024-10-13 09:23:21+0000,2759,1.9580771,1.0306916,1400.0,1.97,333.0
2024-10-13 07:48:20,2024-10-13,07:48,07:48 Walking,6,Walking,1:09:27,69.45,2024-10-13 07:48:20+0000,4167,0.0,0.30679318,5470.0,0.761,369.0
2024-10-13 02:20:13,2024-10-13,02:20,02:20 Walking,6,Walking,1:47:26,107.43,2024-10-13 02:20:13+0000,6446,0.0,0.22669737,8486.0,0.759,489.0
2024-10-12 12:34:14,2024-10-12,12:34,12:34 Walking,6,Walking,0:31:47,31.78,2024-10-12 12:34:14+0000,1907,8.823531,0.4661562,2073.0,0.919,157.0
2024-10-12 10:53:20,2024-10-12,10:53,10:53 Cycling,10,Cycling,0:50:11,50.18,2024-10-12 10:53:20+0000,3011,0.0,0.0,0.0,0.0,385.0
2024-10-12 08:57:14,2024-10-12,08:57,08:57 Walking,6,Walking,0:26:41,26.68,2024-10-12 08:57:14+0000,1601,0.0,0.5127664,1943.0,0.823,179.0
2024-10-12 07:30:05,2024-10-12,07:30,07:30 Walking,6,Walking,0:57:35,57.58,2024-10-12 07:30:05+0000,3455,1.9622984,0.41034302,4465.0,0.773,296.0
2024-10-12 02:02:09,2024-10-12,02:02,02:02 Walking,6,Walking,1:34:42,94.7,2024-10-12 02:02:09+0000,5682,4.4705887,0.33747682,7794.0,0.728,464.0
2024-10-11 15:20:28,2024-10-11,15:20,15:20 Core,50,Core,0:14:11,14.18,2024-10-11 15:20:28+0000,851,0.0,0.0,0.0,0.0,49.0
2024-10-11 13:21:19,2024-10-11,13:21,13:21 Running,1,Running,0:10:27,10.45,2024-10-11 13:21:19+0000,627,2.2058828,0.18232106,2002.0,0.313,94.0
2024-10-11 12:34:24,2024-10-11,12:34,12:34 Running,1,Running,0:39:10,39.17,2024-10-11 12:34:24+0000,2350,2.2150297,0.17420629,6068.0,0.387,363.0
2024-10-11 08:02:12,2024-10-11,08:02,08:02 Walking,6,Walking,1:42:30,102.5,2024-10-11 08:02:12+0000,6150,0.0,0.26601377,6775.0,0.907,683.0
2024-10-11 02:14:33,2024-10-11,02:14,02:14 Walking,6,Walking,1:35:47,95.78,2024-10-11 02:14:33+0000,5747,0.0,0.37263995,7766.0,0.739,478.0
2024-10-10 11:33:07,2024-10-10,11:33,11:33 Swimming,14,Swimming,0:59:03,59.05,2024-10-10 11:33:07+0000,3543,1.9483688,1.1514567,2000.0,1.771,489.0
2024-10-10 07:12:05,2024-10-10,07:12,07:12 Walking,6,Walking,1:18:45,78.75,2024-10-10 07:12:05+0000,4725,0.0,0.32825407,6357.0,0.743,394.0
2024-10-10 02:16:30,2024-10-10,02:16,02:16 Walking,6,Walking,1:27:07,87.12,2024-10-10 02:16:30+0000,5227,2.0366664,0.22292715,7292.0,0.716,480.0
2024-10-09 15:52:50,2024-10-09,15:52,15:52 Core,50,Core,0:14:21,14.35,2024-10-09 15:52:50+0000,861,0.0,0.0,0.0,0.0,47.0
2024-10-09 13:48:24,2024-10-09,13:48,13:48 Walking,6,Walking,0:45:59,45.98,2024-10-09 13:48:24+0000,2759,0.0,0.37686872,2951.0,0.934,193.0
2024-10-09 12:33:38,2024-10-09,12:33,12:33 Indoor running,8,Indoor running,0:10:52,10.87,2024-10-09 12:33:38+0000,652,0.0,0.42283157,1160.0,0.562,90.0
2024-10-09 12:00:55,2024-10-09,12:00,12:00 Cycling,10,Cycling,0:30:03,30.05,2024-10-09 12:00:55+0000,1803,0.0,0.0,0.0,0.0,227.0
2024-10-09 08:41:05,2024-10-09,08:41,08:41 Walking,6,Walking,1:33:33,93.55,2024-10-09 08:41:05+0000,5613,0.0,0.45545384,4756.0,1.179,603.0
2024-10-09 02:31:12,2024-10-09,02:31,02:31 Walking,6,Walking,1:01:55,61.92,2024-10-09 02:31:12+0000,3715,2.119156,0.48289603,4929.0,0.753,370.0
2024-10-08 15:48:17,2024-10-08,15:48,15:48 Core,50,Core,0:15:06,15.1,2024-10-08 15:48:17+0000,906,0.0,0.0,0.0,0.0,54.0
2024-10-08 13:30:18,2024-10-08,13:30,13:30 Cycling,10,Cycling,1:00:07,60.12,2024-10-08 13:30:18+0000,3607,0.0,0.0,0.0,0.0,432.0
2024-10-08 09:38:37,2024-10-08,09:38,09:38 Walking,6,Walking,1:30:16,90.27,2024-10-08 09:38:37+0000,5416,1.594205,0.4353491,6403.0,0.845,399.0
2024-10-08 05:54:47,2024-10-08,05:54,05:54 Walking,6,Walking,0:49:51,49.85,2024-10-08 05:54:47+0000,2991,0.0,0.379992,3464.0,0.863,270.0
2024-10-08 02:07:47,2024-10-08,02:07,02:07 Walking,6,Walking,1:32:23,92.38,2024-10-08 02:07:47+0000,5543,7.4696546,0.23348343,7368.0,0.752,602.0
2024-10-07 09:04:07,2024-10-07,09:04,09:04 Walking,6,Walking,1:29:37,89.62,2024-10-07 09:04:07+0000,5377,0.0,0.2653785,6854.0,0.784,467.0
2024-10-07 06:26:39,2024-10-07,06:26,06:26 Walking,6,Walking,0:49:17,49.28,2024-10-07 06:26:39+0000,2957,0.0,0.31276512,3737.0,0.791,219.0
2024-10-07 02:11:28,2024-10-07,02:11,02:11 Walking,6,Walking,1:37:06,97.1,2024-10-07 02:11:28+0000,5826,2.2712467,0.45792663,7538.0,0.772,722.0
2024-10-06 15:57:47,2024-10-06,15:57,15:57 Core,50,Core,0:14:40,14.67,2024-10-06 15:57:47+0000,880,0.0,0.0,0.0,0.0,45.0
2024-10-06 11:30:40,2024-10-06,11:30,11:30 Walking,6,Walking,0:55:18,55.3,2024-10-06 11:30:40+0000,3318,4.481793,0.35374045,4452.0,0.745,286.0
2024-10-06 07:17:08,2024-10-06,07:17,07:17 Walking,6,Walking,1:07:43,67.72,2024-10-06 07:17:08+0000,4063,0.0,0.10635878,4661.0,0.871,304.0
2024-10-06 02:52:21,2024-10-06,02:52,02:52 Walking,6,Walking,0:09:17,9.28,2024-10-06 02:52:21+0000,557,1.5419787,0.36020377,832.0,0.668,48.0
2024-10-06 02:05:40,2024-10-06,02:05,02:05 Running,1,Running,0:46:35,46.58,2024-10-06 02:05:40+0000,2795,2.9351487,0.3248716,7023.0,0.397,426.0
2024-10-06 01:38:38,2024-10-06,01:38,01:38 Walking,6,Walking,0:26:35,26.58,2024-10-06 01:38:38+0000,1595,2.5103436,0.42027238,1956.0,0.815,119.0
2024-10-05 08:21:39,2024-10-05,08:21,08:21 Walking,6,Walking,1:37:40,97.67,2024-10-05 08:21:39+0000,5860,2.8011205,0.4870907,6715.0,0.872,523.0
2024-10-05 02:23:24,2024-10-05,02:23,02:23 Walking,6,Walking,1:24:38,84.63,2024-10-05 02:23:24+0000,5078,0.0,0.41145265,7153.0,0.709,433.0
2024-10-04 16:49:05,2024-10-04,16:49,16:49 Core,50,Core,0:16:01,16.02,2024-10-04 16:49:05+0000,961,0.0,0.0,0.0,0.0,59.0
2024-10-04 12:01:30,2024-10-04,12:01,12:01 Walking,6,Walking,0:47:16,47.27,2024-10-04 12:01:30+0000,2836,0.0,0.48203686,2580.0,1.099,257.0
2024-10-04 08:01:28,2024-10-04,08:01,08:01 Walking,6,Walking,1:06:09,66.15,2024-10-04 08:01:28+0000,3969,0.0,0.3709664,3531.0,1.123,317.0
2024-10-04 03:25:39,2024-10-04,03:25,03:25 Walking,6,Walking,0:08:14,8.23,2024-10-04 03:25:39+0000,494,0.0,0.4322498,679.0,0.726,60.0
2024-10-04 02:38:44,2024-10-04,02:38,02:38 Running,1,Running,0:46:46,46.77,2024-10-04 02:38:44+0000,2806,1.9638716,0.26580718,7385.0,0.379,434.0
2024-10-04 02:12:56,2024-10-04,02:12,02:12 Walking,6,Walking,0:25:42,25.7,2024-10-04 02:12:56+0000,1542,1.4483047,0.56186277,2109.0,0.73,134.0
2024-10-03 16:43:27,2024-10-03,16:43,16:43 Core,50,Core,0:14:57,14.95,2024-10-03 16:43:27+0000,897,0.0,0.0,0.0,0.0,51.0
2024-10-03 11:01:51,2024-10-03,11:01,11:01 Walking,6,Walking,0:46:32,46.53,2024-10-03 11:01:51+0000,2792,2.3155415,0.3857997,3345.0,0.834,235.0
2024-10-03 09:38:39,2024-10-03,09:38,09:38 Swimming,14,Swimming,0:19:16,19.27,2024-10-03 09:38:39+0000,1156,1.8740003,0.9261713,725.0,1.594,184.0
2024-10-03 09:14:51,2024-10-03,09:14,09:14 Swimming,14,Swimming,0:23:02,23.03,2024-10-03 09:14:51+0000,1382,1.918157,1.010989,750.0,1.842,179.0
2024-10-03 07:22:11,2024-10-03,07:22,07:22 Walking,6,Walking,1:26:38,86.63,2024-10-03 07:22:11+0000,5198,0.0,0.33178705,6196.0,0.838,441.0
2024-10-03 02:14:05,2024-10-03,02:14,02:14 Walking,6,Walking,1:37:28,97.47,2024-10-03 02:14:05+0000,5848,0.0,0.36799967,7850.0,0.744,625.0
2024-10-02 16:35:57,2024-10-02,16:35,16:35 Core,50,Core,0:20:18,20.3,2024-10-02 16:35:57+0000,1218,0.0,0.0,0.0,0.0,74.0
2024-10-02 12:41:21,2024-10-02,12:41,12:41 Walking,6,Walking,0:47:52,47.87,2024-10-02 12:41:21+0000,2872,0.0,0.5023458,3215.0,0.893,230.0
2024-10-02 08:01:24,2024-10-02,08:01,08:01 Walking,6,Walking,1:25:52,85.87,2024-10-02 08:01:24+0000,5152,6.1115355,0.26876807,6460.0,0.797,488.0
2024-10-02 02:46:06,2024-10-02,02:46,02:46 Running,1,Running,0:49:45,49.75,2024-10-02 02:46:06+0000,2985,1.930345,0.30006108,7835.0,0.38,448.0
2024-10-02 02:15:52,2024-10-02,02:15,02:15 Walking,6,Walking,0:30:03,30.05,2024-10-02 02:15:52+0000,1803,3.120318,0.49588042,2186.0,0.824,134.0
2024-10-01 12:36:32,2024-10-01,12:36,12:36 Strength,52,Strength,0:49:58,49.97,2024-10-01 12:36:32+0000,2998,0.0,0.0,0.0,0.0,197.0
2024-10-01 11:01:05,2024-10-01,11:01,11:01 Walking,6,Walking,1:06:45,66.75,2024-10-01 11:01:05+0000,4005,0.0,0.4166426,4738.0,0.845,370.0
2024-10-01 07:42:43,2024-10-01,07:42,07:42 Walking,6,Walking,1:02:23,62.38,2024-10-01 07:42:43+0000,3743,0.0,0.2921668,4352.0,0.86,332.0
2024-10-01 02:49:08,2024-10-01,02:49,02:49 Walking,6,Walking,1:29:54,89.9,2024-10-01 02:49:08+0000,5394,8.618832,0.25192237,7064.0,0.763,441.0
2024-09-30 12:05:04,2024-09-30,12:05,12:05 Walking,6,Walking,0:48:40,48.67,2024-09-30 12:05:04+0000,2920,0.0,0.22756307,3531.0,0.826,244.0
2024-09-30 10:38:08,2024-09-30,10:38,10:38 Swimming,14,Swimming,0:52:41,52.68,2024-09-30 10:38:08+0000,3161,1.9204836,1.0133706,1600.0,1.975,379.0
2024-09-30 09:01:45,2024-09-30,09:01,09:01 Walking,6,Walking,1:04:40,64.67,2024-09-30 09:01:45+0000,3880,0.0,0.27958515,4924.0,0.787,282.0
2024-09-30 03:41:45,2024-09-30,03:41,03:41 Walking,6,Walking,1:26:32,86.53,2024-09-30 03:41:45+0000,5192,5.602241,0.40614554,6778.0,0.765,428.0
2024-09-29 12:35:28,2024-09-29,12:35,12:35 Walking,6,Walking,1:13:48,73.8,2024-09-29 12:35:28+0000,4428,0.0,0.41081455,5335.0,0.829,338.0
2024-09-29 07:33:50,2024-09-29,07:33,07:33 Walking,6,Walking,0:58:05,58.08,2024-09-29 07:33:50+0000,3485,3.5506663,0.4509071,4173.0,0.834,294.0
2024-09-29 04:04:23,2024-09-29,04:04,04:04 Running,1,Running,0:52:17,52.28,2024-09-29 04:04:23+0000,3137,2.0097587,0.30989853,7715.0,0.406,499.0
2024-09-29 03:34:22,2024-09-29,03:34,03:34 Walking,6,Walking,0:29:54,29.9,2024-09-29 03:34:22+0000,1794,1.7818092,0.45767105,2227.0,0.805,180.0
2024-09-28 13:31:39,2024-09-28,13:31,13:31 Walking,6,Walking,0:47:03,47.05,2024-09-28 13:31:39+0000,2823,0.0,0.42687815,3159.0,0.893,227.0
2024-09-28 08:22:32,2024-09-28,08:22,08:22 Walking,6,Walking,1:44:49,104.82,2024-09-28 08:22:32+0000,6289,6.568207,0.26889056,7486.0,0.84,570.0
2024-09-28 02:54:57,2024-09-28,02:54,02:54 Walking,6,Walking,1:45:38,105.63,2024-09-28 02:54:57+0000,6338,9.093942,0.42669114,8106.0,0.781,600.0
2024-09-27 12:42:12,2024-09-27,12:42,12:42 Walking,6,Walking,0:45:24,45.4,2024-09-27 12:42:12+0000,2724,0.0,0.39148232,3330.0,0.817,249.0
2024-09-27 07:46:26,2024-09-27,07:46,07:46 Walking,6,Walking,1:31:52,91.87,2024-09-27 07:46:26+0000,5512,0.0,0.34088,6421.0,0.858,401.0
2024-09-27 02:22:40,2024-09-27,02:22,02:22 Walking,6,Walking,1:27:10,87.17,2024-09-27 02:22:40+0000,5230,0.0,0.39424706,6853.0,0.763,416.0
2024-09-26 13:09:20,2024-09-26,13:09,13:09 Walking,6,Walking,0:44:20,44.33,2024-09-26 13:09:20+0000,2660,0.0,0.18159416,2378.0,1.118,300.0
2024-09-26 11:03:02,2024-09-26,11:03,11:03 Swimming,14,Swimming,0:50:16,50.27,2024-09-26 11:03:02+0000,3016,1.9895399,1.307498,1625.0,1.856,387.0
2024-09-26 07:50:39,2024-09-26,07:50,07:50 Walking,6,Walking,1:42:39,102.65,2024-09-26 07:50:39+0000,6159,0.0,0.20595647,6821.0,0.902,502.0
2024-09-26 02:22:14,2024-09-26,02:22,02:22 Walking,6,Walking,1:28:09,88.15,2024-09-26 02:22:14+0000,5289,4.60084,0.28875318,6984.0,0.757,666.0
2024-09-25 13:49:04,2024-09-25,13:49,13:49 Walking,6,Walking,0:55:15,55.25,2024-09-25 13:49:04+0000,3315,0.0,0.3048487,3413.0,0.971,232.0
2024-09-25 09:09:08,2024-09-25,09:09,09:09 Walking,6,Walking,1:28:56,88.93,2024-09-25 09:09:08+0000,5336,0.0,0.13251434,7418.0,0.719,446.0
2024-09-25 02:27:19,2024-09-25,02:27,02:27 Walking,6,Walking,1:32:56,92.93,2024-09-25 02:27:19+0000,5576,0.0,0.49242342,6880.0,0.81,509.0
2024-09-24 12:00:39,2024-09-24,12:00,12:00 Walking,6,Walking,1:04:50,64.83,2024-09-24 12:00:39+0000,3890,0.0,0.3557763,4011.0,0.969,292.0
2024-09-24 07:20:29,2024-09-24,07:20,07:20 Walking,6,Walking,0:20:08,20.13,2024-09-24 07:20:29+0000,1208,2.7090154,0.24001783,1666.0,0.724,83.0
2024-09-24 06:06:30,2024-09-24,06:06,06:06 Walking,6,Walking,0:29:59,29.98,2024-09-24 06:06:30+0000,1799,3.7115264,0.33433548,1774.0,1.014,141.0
2024-09-24 03:56:13,2024-09-24,03:56,03:56 Walking,6,Walking,0:14:28,14.47,2024-09-24 03:56:13+0000,868,1.7882732,0.32481965,1128.0,0.769,75.0
2024-09-24 03:05:40,2024-09-24,03:05,03:05 Running,1,Running,0:50:19,50.32,2024-09-24 03:05:40+0000,3019,1.6063119,0.27076417,7021.0,0.429,461.0
2024-09-24 02:51:10,2024-09-24,02:51,02:51 Walking,6,Walking,0:14:21,14.35,2024-09-24 02:51:10+0000,861,2.286825,0.46443504,1004.0,0.857,61.0
2024-09-23 11:41:27,2024-09-23,11:41,11:41 Swimming,14,Swimming,0:19:36,19.6,2024-09-23 11:41:27+0000,1176,1.7198435,1.0162637,750.0,1.568,187.0
2024-09-23 11:18:59,2024-09-23,11:18,11:18 Swimming,14,Swimming,0:22:17,22.28,2024-09-23 11:18:59+0000,1337,1.9529587,1.149266,750.0,1.782,178.0
2024-09-23 09:14:35,2024-09-23,09:14,09:14 Walking,6,Walking,1:42:59,102.98,2024-09-23 09:14:35+0000,6179,2.8083649,0.4080342,5454.0,1.132,474.0
