date_time,Date,Time,Time / Activity,type,type_text,Activity time (h:m:s),Activity (minutes),startTime,sportTime(s),maxPace(/meter),minPace(/meter),distance(m),avgPace(/meter),calories(kcal)
2024-11-01 14:00:12,2024-11-01,14:00,14:00 Strength,52,Strength,0:44:56,44.93,2024-11-01 14:00:12+0000,2696,0.0,0.0,0.0,0.0,234.0
2024-11-01 09:39:22,2024-11-01,09:39,09:39 Walking,6,Walking,1:34:12,94.2,2024-11-01 09:39:22+0000,5652,0.0,0.419304,7633.0,0.74,516.0
2024-11-01 03:19:03,2024-11-01,03:19,03:19 Walking,6,Walking,1:36:36,96.6,2024-11-01 03:19:03+0000,5796,3.6149733,0.33706078,8159.0,0.71,448.0
2024-10-31 17:48:13,2024-10-31,17:48,17:48 Core,50,Core,0:14:21,14.35,2024-10-31 17:48:13+0000,861,0.0,0.0,0.0,0.0,49.0
2024-10-31 13:41:19,2024-10-31,13:41,13:41 Running,1,Running,0:36:36,36.6,2024-10-31 13:41:19+0000,2196,1.3071898,0.2414111,7016.0,0.312,335.0
2024-10-31 09:22:35,2024-10-31,09:22,09:22 Walking,6,Walking,1:43:13,103.22,2024-10-31 09:22:35+0000,6193,0.0,0.36564082,7400.0,0.836,574.0
2024-10-31 03:13:48,2024-10-31,03:13,03:13 Walking,6,Walking,1:43:55,103.92,2024-10-31 03:13:48+0000,6235,0.0,0.20026074,8657.0,0.72,640.0
2024-10-30 13:51:34,2024-10-30,13:51,13:51 Cycling,10,Cycling,1:00:02,60.03,2024-10-30 13:51:34+0000,3602,0.0,0.0,0.0,0.0,411.0
2024-10-30 11:17:06,2024-10-30,11:17,11:17 Walking,6,Walking,1:12:44,72.73,2024-10-30 11:17:06+0000,4364,2.9411771,0.24784519,5247.0,0.831,336.0
2024-10-30 08:17:37,2024-10-30,08:17,08:17 Walking,6,Walking,0:55:22,55.37,2024-10-30 08:17:37+0000,3322,7.385692,0.44548017,4008.0,0.828,260.0
2024-10-30 03:24:55,2024-10-30,03:24,03:24 Walking,6,Walking,1:29:15,89.25,2024-10-30 03:24:55+0000,5355,0.0,0.24157114,7361.0,0.727,400.0
2024-10-29 17:21:50,2024-10-29,17:21,17:21 Core,50,Core,0:14:26,14.43,2024-10-29 17:21:50+0000,866,0.0,0.0,0.0,0.0,41.0
2024-10-29 13:55:24,2024-10-29,13:55,13:55 Strength,52,Strength,0:55:10,55.17,2024-10-29 13:55:24+0000,3310,0.0,0.0,0.0,0.0,215.0
2024-10-29 11:18:27,2024-10-29,11:18,11:18 Walking,6,Walking,1:14:35,74.58,2024-10-29 11:18:27+0000,4475,0.0,0.37807852,5074.0,0.881,465.0
2024-10-29 07:40:24,2024-10-29,07:40,07:40 Walking,6,Walking,0:52:12,52.2,2024-10-29 07:40:24+0000,3132,4.313726,0.38031632,4008.0,0.781,264.0
2024-10-29 03:29:06,2024-10-29,03:29,03:29 Walking,6,Walking,1:30:25,90.42,2024-10-29 03:29:06+0000,5425,0.0,0.39648053,7085.0,0.765,463.0
2024-10-28 13:45:11,2024-10-28,13:45,13:45 Running,1,Running,0:51:04,51.07,2024-10-28 13:45:11+0000,3064,0.96015805,0.2651781,10021.0,0.305,494.0
2024-10-28 13:35:35,2024-10-28,13:35,13:35 Running,1,Running,0:08:21,8.35,2024-10-28 13:35:35+0000,501,1.1094674,0.29033715,1074.0,0.466,75.0
2024-10-28 08:55:39,2024-10-28,08:55,08:55 Walking,6,Walking,1:29:09,89.15,2024-10-28 08:55:39+0000,5349,0.0,0.3364141,7113.0,0.751,452.0
